nid,pid,title,raw_title,detail_url,view_price,view_fee,item_loc,view_sales,comment_count,user_id,nick
616168745943,,【享3期免息/现货预售】iPhone SE苹果se2 iphonese2全新品手机二代新款 苹果手机官网旗舰正品iphone 8 11,【享3期免息/现货预售】iPhone SE苹果se2 iphonese2全新品手机二代新款 苹果手机官网旗舰正品iphone 8 11,//detail.tmall.com/item.htm?id\u003d616168745943\u0026ns\u003d1\u0026abbucket\u003d13,3449.00,0.00,广东 广州,226人付款,,713805254,中国移动手机官方旗舰店
613623160990,,【现货速发/选荣耀手环】华为honor/荣耀 荣耀30S手机双模全网通官方旗舰正品官网20s直降9x青春版30/30pro,【现货速发/选荣耀手环】华为honor/荣耀 荣耀30S手机5G双模全网通官方旗舰正品官网20s直降9x青春版30/30pro,//detail.tmall.com/item.htm?id\u003d613623160990\u0026ns\u003d1\u0026abbucket\u003d13,2399.00,0.00,上海,668人付款,108,686947088,卓瓦数码专营店
614252200250,,华为P40 5G现货 HUAWEI HUAWEI P40PRO+5G麒麟990手机,华为P40 5G现货 HUAWEI HUAWEI P40PRO+5G麒麟990手机P40 p40pro,//item.taobao.com/item.htm?id\u003d614252200250\u0026ns\u003d1\u0026abbucket\u003d13#detail,3998.00,0.00,山东 济南,36人付款,9,2853096896,雷鹏数码科技
613778475522,,Apple/苹果 iPhone X 苹果X 苹果8手机苹果XR  XSMax,Apple/苹果 iPhone X 苹果X 苹果8手机iphone8Plus 苹果XR  XSMax,//item.taobao.com/item.htm?id\u003d613778475522\u0026ns\u003d1\u0026abbucket\u003d13#detail,2050.00,0.00,广东 深圳,1342人付款,724,2210296364,韩mm网络批发
594220295402,,Apple/苹果 iPhone 8 Plus全新苹果8正品8x国行三网苹果8plus手机,Apple/苹果 iPhone 8 Plus全新苹果8正品8x国行三网苹果8plus手机,//item.taobao.com/item.htm?id\u003d594220295402\u0026ns\u003d1\u0026abbucket\u003d13#detail,2160.00,0.00,广东 深圳,9500+人付款,6768,1849025205,唯美气质淑女日韩馆
603426867707,,华为HUAWEI HUAWEI Mate 30 Pro5G曲面屏手机全网通P40,华为HUAWEI HUAWEI Mate 30 Pro5G曲面屏手机 MATE30 5G全网通P40,//item.taobao.com/item.htm?id\u003d603426867707\u0026ns\u003d1\u0026abbucket\u003d13#detail,3148.00,0.00,浙江 杭州,57人付款,287,135241859,博远通讯88
613757125454,,【荣耀新品】华为旗下荣耀30S麒麟820双模5G全网通3倍光学变焦拍照上网手机荣耀官方,【荣耀新品】华为旗下荣耀30S麒麟820双模5G全网通3倍光学变焦拍照上网手机荣耀官方,//detail.tmall.com/item.htm?id\u003d613757125454\u0026ns\u003d1\u0026abbucket\u003d13,2399.00,0.00,广东 深圳,3.5万+人付款,11323,1114511827,荣耀官方旗舰店
615032671252,,【享12期免息】华为旗下荣耀30新品5G手机倍超稳远摄麒麟985芯片李现同款拍照手机官方旗舰店正品,【享12期免息】华为旗下荣耀30新品5G手机50倍超稳远摄麒麟985芯片李现同款拍照手机官方旗舰店正品,//detail.tmall.com/item.htm?id\u003d615032671252\u0026ns\u003d1\u0026abbucket\u003d13,2999.00,0.00,广东 深圳,7500+人付款,,1114511827,荣耀官方旗舰店
596201072920,,【100优惠券】Huawei/华为nova 5 Pro超级夜景四摄超广角智能手机官方旗舰店,【100优惠券】Huawei/华为nova 5 Pro超级夜景四摄超广角智能手机nova5pro官方旗舰店,//detail.tmall.com/item.htm?id\u003d596201072920\u0026ns\u003d1\u0026abbucket\u003d13,2499.00,0.00,广东 深圳,2.0万+人付款,94662,2838892713,华为官方旗舰店
613832301513,,【旗舰新品6期免息】华为/HUAWEI P40 | 5G超感知徕卡三摄30倍数字变焦5g手机华为官方旗舰店,【旗舰新品6期免息】华为/HUAWEI P40 | 5G超感知徕卡三摄30倍数字变焦5g手机华为官方旗舰店,//detail.tmall.com/item.htm?id\u003d613832301513\u0026ns\u003d1\u0026abbucket\u003d13,4188.00,0.00,广东 深圳,2.0万+人付款,3916,2838892713,华为官方旗舰店
610535848214,,【周年庆优惠】HUAWEI华为Mate 30 Pro 5G版手机麒麟990mate5g,【周年庆优惠】HUAWEI华为Mate 30 Pro 5G版手机麒麟990mate5g,//detail.tmall.com/item.htm?id\u003d610535848214\u0026ns\u003d1\u0026abbucket\u003d13,5899.00,5.00,上海,270人付款,54,725677994,天猫超市
610799486371,,【现货速发】Apple/苹果 iPhone 11 Pro Max手机国行正品全国联保,【现货速发】Apple/苹果 iPhone 11 Pro Max手机国行正品全国联保,//detail.tmall.com/item.htm?id\u003d610799486371\u0026ns\u003d1\u0026abbucket\u003d13,8499.00,5.00,上海,80人付款,29,725677994,天猫超市
611026067104,,【立减200元】HUAWEI/华为nova 6 5G全网通正品5g手机麒麟990,【立减200元】HUAWEI/华为nova 6 5G全网通正品5g手机麒麟990,//detail.tmall.com/item.htm?id\u003d611026067104\u0026ns\u003d1\u0026abbucket\u003d13,2999.00,5.00,上海,481人付款,138,725677994,天猫超市
615069291099,,Huawei/华为P40 Pro 5G版手机麒麟990官方正品p40pro5g,Huawei/华为P40 Pro 5G版手机麒麟990官方正品p40pro5g,//detail.tmall.com/item.htm?id\u003d615069291099\u0026ns\u003d1\u0026abbucket\u003d13,5988.00,5.00,上海,145人付款,4,725677994,天猫超市
611277439268,,【周年庆优惠】Huawei华为Mate 30 5G版手机麒麟990正品mate305g,【周年庆优惠】Huawei华为Mate 30 5G版手机麒麟990正品mate305g,//detail.tmall.com/item.htm?id\u003d611277439268\u0026ns\u003d1\u0026abbucket\u003d13,4499.00,5.00,上海,609人付款,111,725677994,天猫超市
611631821448,,【立减100 12期免息赠耳机】vivo Z6新品双模5g大电池手机骁龙官方正品旗舰店官网学生新款vivo z5 z5x z3 s6,【立减100 12期免息赠耳机】vivo Z6新品双模5g大电池手机骁龙官方正品旗舰店官网学生新款vivo z5 z5x z3 s6,//detail.tmall.com/item.htm?id\u003d611631821448\u0026ns\u003d1\u0026abbucket\u003d13,2298.00,0.00,广东 东莞,7000+人付款,4671,883737303,vivo官方旗舰店
602210068322,,【3期免息 再减500元】Apple/苹果 iPhone 11全网通4G 超广角拍照手机苏宁易购官方store 苹果11,【3期免息 再减500元】Apple/苹果 iPhone 11全网通4G 超广角拍照手机苏宁易购官方store 苹果11,//detail.tmall.com/item.htm?id\u003d602210068322\u0026ns\u003d1\u0026abbucket\u003d13,5499.00,0.00,江苏 南京,1.0万+人付款,42263,2616970884,苏宁易购官方旗舰店
611224893062,,【23日享24期免息 256G赠耳机】小米10 5g手机骁龙8651亿像素拍照智能游戏小米官方旗舰店正品小米手机,【23日享24期免息 256G赠耳机】小米10 5g手机骁龙8651亿像素拍照智能游戏小米官方旗舰店正品小米手机xiaomi,//detail.tmall.com/item.htm?id\u003d611224893062\u0026ns\u003d1\u0026abbucket\u003d13,3999.00,0.00,北京,2.5万+人付款,25300,1714128138,小米官方旗舰店
608292072322,,【24期免息再赠耳机】vivo X30双模5G新品手机官方旗舰店官网新款正品学生vivox30限量版x27 pro x23 s6 S5,【24期免息再赠耳机】vivo X30双模5G新品手机官方旗舰店官网新款正品学生vivox30限量版x27 pro x23 s6 S5,//detail.tmall.com/item.htm?id\u003d608292072322\u0026ns\u003d1\u0026abbucket\u003d13,3298.00,0.00,广东 东莞,3458人付款,6181,883737303,vivo官方旗舰店
579794586729,,【下单减100元】Apple/苹果 iPhone XR全网通4G 双卡双待手机苏宁易购官方旗舰店 苹果iPhoneXR,【下单减100元】Apple/苹果 iPhone XR全网通4G 双卡双待手机苏宁易购官方旗舰店 苹果iPhoneXR,//detail.tmall.com/item.htm?id\u003d579794586729\u0026ns\u003d1\u0026abbucket\u003d13,5088.00,0.00,江苏 南京,1696人付款,239071,2616970884,苏宁易购官方旗舰店
608604219796,,【6期免息+赠耳机】红米k30 5g双模手机王一博同款索尼6400万拍照学生全面屏老人智能机小米官方旗舰店10,【6期免息+赠耳机】红米k30 5g双模手机pro王一博同款索尼6400万拍照学生全面屏老人智能机小米官方旗舰店10,//detail.tmall.com/item.htm?id\u003d608604219796\u0026ns\u003d1\u0026abbucket\u003d13,2199.00,0.00,北京,9500+人付款,12486,1714128138,小米官方旗舰店
611048808013,,【4.23享24期免息】OPPO Reno3元气版双模5G骁龙全面屏智能手机闪充官方旗舰店opporeno3 reno,【4.23享24期免息】OPPO Reno3元气版双模5G骁龙全面屏智能手机VOOC闪充官方旗舰店opporeno3 reno,//detail.tmall.com/item.htm?id\u003d611048808013\u0026ns\u003d1\u0026abbucket\u003d13,2999.00,0.00,广东 东莞,2587人付款,2782,901409638,oppo官方旗舰店
608801385005,,领券减100【24期免息】Huawei/华为nova 6 5G/4G 手机官方旗舰店p40pro正品nova7直降6se官网mate30荣耀5pro,领券减100【24期免息】Huawei/华为nova 6 5G/4G 手机官方旗舰店p40pro正品nova7直降6se官网mate30荣耀5pro,//detail.tmall.com/item.htm?id\u003d608801385005\u0026ns\u003d1\u0026abbucket\u003d13,2999.00,0.00,安徽 合肥,2518人付款,2649,2088045547,京合旗舰店
608455568395,,【限时享24期免息】OPPO Reno3 Pro双模5G全面屏智能手机双曲面超薄官方旗舰店opporeno reno,【限时享24期免息】OPPO Reno3 Pro双模5G全面屏智能手机双曲面超薄官方旗舰店opporeno reno,//detail.tmall.com/item.htm?id\u003d608455568395\u0026ns\u003d1\u0026abbucket\u003d13,3999.00,0.00,广东 东莞,2040人付款,9039,901409638,oppo官方旗舰店
606120485730,,现货顺丰【24期免息】Huawei/华为 Mate 30 (5G)手机官方旗舰店正品直降nova7pro降价nova6se新品p40pro荣耀,现货顺丰【24期免息】Huawei/华为 Mate 30 (5G)手机官方旗舰店正品直降nova7pro降价nova6se新品p40pro荣耀,//detail.tmall.com/item.htm?id\u003d606120485730\u0026ns\u003d1\u0026abbucket\u003d13,3699.00,0.00,安徽 合肥,1419人付款,754,2088045547,京合旗舰店
612497216686,,【24期免息】vivo iQOO 3高通骁龙865处理器5g双模游戏快充手机新iqoo iqoo3 限量版iQOO,【24期免息】vivo iQOO 3高通骁龙865处理器5g双模游戏快充手机vivoiqoo3 vivo新iqoo iqoo3 限量版iQOO,//detail.tmall.com/item.htm?id\u003d612497216686\u0026ns\u003d1\u0026abbucket\u003d13,3598.00,0.00,广东 东莞,878人付款,426,2207440821122,iqoo官方旗舰店
614057836309,,6期免息直降300当天发华为/HUAWEI P40 Pro 5G手机新款官方旗舰店mate30 5G版正品荣耀30pro直降mate40全网通,6期免息直降300当天发华为/HUAWEI P40 Pro 5G手机新款官方旗舰店mate30 5G版正品荣耀30pro直降mate40全网通,//detail.tmall.com/item.htm?id\u003d614057836309\u0026ns\u003d1\u0026abbucket\u003d13,4188.00,0.00,山东 济南,381人付款,74,268451883,三际数码官方旗舰店
614587058264,,【24期分期】华为/HUAWEI P40 Pro | 5G手机版正品官方旗舰店P30直降mate40折叠x新款,【24期分期】华为/HUAWEI P40 Pro | 5G手机mate30pro5G版正品官方旗舰店P30直降mate40折叠x新款,//detail.tmall.com/item.htm?id\u003d614587058264\u0026ns\u003d1\u0026abbucket\u003d13,5988.00,0.00,广东 广州,271人付款,11,713805254,中国移动手机官方旗舰店
610131768469,,当天发【24期免息+50卷】Huawei/华为Nova 6 SE官方旗舰店5正品p30直降nova6se/7全网通mate手机荣耀p40pro,当天发【24期免息+50卷】Huawei/华为Nova 6 SE官方旗舰店5正品p30直降nova6se/7全网通mate手机5g荣耀p40pro,//detail.tmall.com/item.htm?id\u003d610131768469\u0026ns\u003d1\u0026abbucket\u003d13,1799.00,0.00,广东 深圳,5500+人付款,3621,2215302589,深蓝港数码旗舰店
608736701194,,【赠送壳膜保护套】Apple/苹果iPhone 11#移动联通电信全网通4G智能手机中国电信官方旗舰店 国行 原装,【赠送壳膜保护套】Apple/苹果iPhone 11#移动联通电信全网通4G智能手机 中国电信官方旗舰店 国行 原装,//detail.tmall.com/item.htm?id\u003d608736701194\u0026ns\u003d1\u0026abbucket\u003d13,4995.00,0.00,北京,336人付款,174,809107100,中国电信官方旗舰店
616773983619,,Apple/苹果 iPhone SE 智能手机新款,Apple/苹果 iPhone SE 智能手机 2020新款,//detail.tmall.com/item.htm?id\u003d616773983619\u0026ns\u003d1\u0026abbucket\u003d13,3299.00,0.00,浙江 杭州,2059人付款,,197232874,绿森数码官方旗舰店
614027557392,,分期免息Apple/苹果 iPhone X手机全网通4G全新苹果x 苹果8 8plus,分期免息Apple/苹果 iPhone X手机全网通4G全新苹果x 苹果8 8plus,//item.taobao.com/item.htm?id\u003d614027557392\u0026ns\u003d1\u0026abbucket\u003d13#detail,1800.00,0.00,广东 深圳,1872人付款,682,1794161738,毛这西
610124459315,,【立减50元 24期免息 顺丰当天发】 Huawei/华为nova 6 SE4G手机官网官方旗舰正品手机青春学生拍照mate30pro,【立减50元 24期免息 顺丰当天发】 Huawei/华为nova 6 SE4G手机官网官方旗舰正品手机青春学生拍照mate30pro,//detail.tmall.com/item.htm?id\u003d610124459315\u0026ns\u003d1\u0026abbucket\u003d13,1699.00,0.00,安徽 合肥,1857人付款,1463,1684634320,小淘器数码专营店
612733720450,,黑鲨3pro现货官方正品+选原装手柄套装腾讯黑鲨游戏手机代5G全网通黑鲨官方旗舰店骁龙865电竞2代2pro官网,黑鲨3pro现货官方正品+选原装手柄套装腾讯黑鲨游戏手机3代5G全网通黑鲨官方旗舰店骁龙865电竞2代2pro官网,//detail.tmall.com/item.htm?id\u003d612733720450\u0026ns\u003d1\u0026abbucket\u003d13,3499.00,0.00,广东 深圳,944人付款,502,2024314280,广东电信亿品汇专卖店
615355810819,,【新品上市 6期免息】Samsung/三星 Galaxy A71 SM-A7160 5G官方旗舰店全面屏智能 5G双模拍照手机正品国行,【新品上市 6期免息】Samsung/三星 Galaxy A71 SM-A7160 5G官方旗舰店全面屏智能 5G双模拍照手机正品国行,//detail.tmall.com/item.htm?id\u003d615355810819\u0026ns\u003d1\u0026abbucket\u003d13,3399.00,0.00,北京,619人付款,62,370627083,三星官方旗舰店
602669134298,,[4728起/送无线充]Apple 苹果 iPhone 11全网通苹果11正品手机国行官方xr官网SE 8 旗舰店xsmax新品11promax,[4728起/送无线充]Apple 苹果 iPhone 11全网通苹果11正品手机X国行官方xr官网SE 8 旗舰店xsmax新品11promax,//detail.tmall.com/item.htm?id\u003d602669134298\u0026ns\u003d1\u0026abbucket\u003d13,4928.00,0.00,山东 济南,960人付款,6038,268451883,三际数码官方旗舰店
612231809000,,【新款24期免息】Samsung/三星 Galaxy S20 Ultra SM-G9880 120Hz官方全面屏智能8K拍照5G双模手机.08亿像素,【新款24期免息】Samsung/三星 Galaxy S20 Ultra SM-G9880 120Hz官方全面屏智能8K拍照5G双模手机1.08亿像素,//detail.tmall.com/item.htm?id\u003d612231809000\u0026ns\u003d1\u0026abbucket\u003d13,9999.00,0.00,北京,1321人付款,1215,370627083,三星官方旗舰店
613120536384,,Apple/苹果 iPhone 11 新款 苹果11 pro max国行手机无锁美版现货,Apple/苹果 iPhone 11 新款 苹果11 pro max国行手机无锁美版现货,//item.taobao.com/item.htm?id\u003d613120536384\u0026ns\u003d1\u0026abbucket\u003d13#detail,3499.00,0.00,上海,2087人付款,893,1630413582,唯美e佳人66
605151633193,,Xiaomi/小米 Redmi 8A 红米8a新手机小米手机官网旗舰7a,[降价114]红米8A大电量小米手机 顺丰当天发,https://click.simba.taobao.com/cc_im?p\u003d%CA%D6%BB%FA\u0026s\u003d9702613\u0026k\u003d513\u0026e\u003d18vMDt%2BVPFjL0r%2F402fjMy7QfWtDMNBjh2Y0ng4IwFyO7oXQILijM56KP3kWtAwbmvpcRswn1hxJXROji3N%2F4ivJmg0zQMVRxhd3uLMw3oG%2FWYwBMhVct2SXZi0nK9b%2FVsioeGDoO6OIULQVUF5tCD%2F1LLNwlLHTeuXQnneasVbEckCgQ2bm0sEY2hyQggl5iCzriVZm2UCaChFeN3jsfzOEkSu7gMSjIy6Z6iFAaTkjDQibYIa5eLq%2BoLSzNrzGSeczPAmwRgVknUjSLwb0RdPk7eBVfZ2zkSZc7AB3aOXTVWbC9FvCbT6L6jBxQy0aA%2B2Vyo6mAs8IOsAIIO6i%2FXYzlusiRK%2BFZp%2FRpIzh66i2jNCI1VpkXoneYF75v6vqUTS%2FUD8UhkoiuhF8L3siIKy9lTkUUvHk0%2BTt4FV9nbNDjHAtMNDnmivrNK%2BmQWCk5%2FxOc4ju0q0HVS0JLO4Y%2F3Yy%2FvMry1m02UpWoIDCvL0Lx64bKMimpUUYh5iDIc4V#detail,498.00,0.00,广东 深圳,3330人付款,,860541377,给力不坑爹
616124274625,,Apple/苹果 iPhone XR iPhonexr xs max苹果xr xsmax双卡4G手机,Apple/苹果 iPhone XR iPhonexr xs max苹果xr xsmax双卡4G手机8x,//item.taobao.com/item.htm?id\u003d616124274625\u0026ns\u003d1\u0026abbucket\u003d13#detail,3200.00,0.00,广东 深圳,651人付款,46,73778052,付爱萍1
614076101208,,现货速发P40PRO Huawei/华为 P40 p40pro+5G 全网通5G手机,现货速发P40PRO Huawei/华为 P40 p40pro+5G 全网通5G手机 p40pro,//item.taobao.com/item.htm?id\u003d614076101208\u0026ns\u003d1\u0026abbucket\u003d13#detail,4188.00,0.00,河南 郑州,23人付款,8,1918896933,风一花雪月
590419327446,,【至高降2150元 顺丰当天发 3期免息 】Huawei/华为P30 Pro手机官方旗舰店直降Mate30pro正品20折叠Xs P40,【至高降2150元 顺丰当天发 3期免息 】Huawei/华为P30 Pro手机P30官方旗舰店直降Mate30pro正品20折叠Xs P40,//detail.tmall.com/item.htm?id\u003d590419327446\u0026ns\u003d1\u0026abbucket\u003d13,2968.00,0.00,浙江 杭州,486人付款,3428,2615238525,华为莫问专卖店
580705261416,,Apple/苹果 iPhone XR iphonexr 苹果XR手机双卡双待 8x xs max,Apple/苹果 iPhone XR iphonexr 苹果XR手机 双卡双待 8x xs max,//item.taobao.com/item.htm?id\u003d580705261416\u0026ns\u003d1\u0026abbucket\u003d13#detail,2780.00,0.00,江苏 南京,1904人付款,13032,201522459,liubingtuan
610786255412,,分期Apple/苹果 iPhone XR 苹果iphonexr xs max双卡4G手机,分期Apple/苹果 iPhone XR 苹果iphonexr xs max双卡4G手机8x,//item.taobao.com/item.htm?id\u003d610786255412\u0026ns\u003d1\u0026abbucket\u003d13#detail,3000.00,0.00,广东 深圳,3684人付款,5508,886547859,白领衣族01
614239029266,,当天发货【送华为手环】华为honor/荣耀 荣耀30S全网通5G新款手机麒麟820官方旗舰店20s新款v30pro直降9x新30,当天发货【送华为手环】华为honor/荣耀 荣耀30S全网通5G新款手机麒麟820官方旗舰店20s新款v30pro直降9x新30,//detail.tmall.com/item.htm?id\u003d614239029266\u0026ns\u003d1\u0026abbucket\u003d13,2399.00,0.00,江苏 南京,295人付款,97,751075004,翼天下天翼电信旗舰店
615046366046,,一加 OnePlus 8 Pro 5G旗舰 2K+120Hz 柔性屏 30W无线闪充 骁龙865 超清超广角拍照游戏手机一加官方旗舰店,一加 OnePlus 8 Pro 5G旗舰 2K+120Hz 柔性屏 30W无线闪充 骁龙865 超清超广角拍照游戏手机 一加官方旗舰店,//detail.tmall.com/item.htm?id\u003d615046366046\u0026ns\u003d1\u0026abbucket\u003d13,5399.00,0.00,广东 深圳,6500+人付款,582,2256022143,一加官方旗舰店
614835327037,,当天发【优惠300元24期分期】Huawei/华为 P40 pro 5G手机官方旗舰店正品p30pro直降5g新品mate40荣耀p40pro,当天发【优惠300元24期分期】Huawei/华为 P40 pro 5G手机官方旗舰店正品p30pro直降5g新品mate40荣耀p40pro,//detail.tmall.com/item.htm?id\u003d614835327037\u0026ns\u003d1\u0026abbucket\u003d13,4488.00,0.00,广东 深圳,201人付款,49,1800399917,同步飞扬数码专营店
609080266844,,领券减100【24期免息】Huawei/华为nova 6 5G/4G 手机官方旗舰店正品华为nova65g全网通直降mate30新款p40pro,领券减100【24期免息】Huawei/华为nova 6 5G/4G 手机官方旗舰店正品华为nova65g全网通直降mate30新款p40pro,//detail.tmall.com/item.htm?id\u003d609080266844\u0026ns\u003d1\u0026abbucket\u003d13,2499.00,0.00,北京,893人付款,1335,2924891464,京联通达数码旗舰店
600932115538,,【分期免息】Apple/苹果 iPhone X国行8x全新苹果xs xsmax手机,【分期免息】Apple/苹果 iPhone X国行8x全新苹果xs xsmax手机,//item.taobao.com/item.htm?id\u003d600932115538\u0026ns\u003d1\u0026abbucket\u003d13#detail,1880.00,0.00,广东 深圳,937人付款,225,1967345390,壹加陆时尚女装
613623913449,,分期免息 Apple/苹果 iPhone X 苹果8x 全新国行iphone8 Plus手机,分期免息 Apple/苹果 iPhone X 苹果8x 全新国行iphone8 Plus手机,//item.taobao.com/item.htm?id\u003d613623913449\u0026ns\u003d1\u0026abbucket\u003d13#detail,1900.00,0.00,广东 深圳,7000+人付款,2408,3895076548,tb326255629
616677959971,,【享24期免息】Apple/iPhone SE苹果iphonese2苹果se2全新苹果手机二代全新官网新款手机新品全新官方旗舰店,【享24期免息】Apple/iPhone SE苹果iphonese2苹果se2全新苹果手机二代全新官网新款手机新品全新官方旗舰店,//detail.tmall.com/item.htm?id\u003d616677959971\u0026ns\u003d1\u0026abbucket\u003d13,3499.00,0.00,广东 广州,88人付款,,713805254,中国移动手机官方旗舰店
614517538874,,新品现货选手环+24期分期】华为荣耀30S 手机麒麟820双模5G全网通全面屏荣耀官方旗舰店20s新品i青春版g正品x,新品现货选手环+24期分期】华为荣耀30S 手机麒麟820双模5G全网通全面屏荣耀官方旗舰店20s新品i青春版g正品x,//detail.tmall.com/item.htm?id\u003d614517538874\u0026ns\u003d1\u0026abbucket\u003d13,2399.00,0.00,广东 深圳,550人付款,143,2201415902533,热图数码专营店
613120596992,,【立减400+当天发+免息】nubia/努比亚 红魔5G骁龙865电竞游戏手机红魔4代5g透明版144Hz刷新新品3S红魔mars,【立减400+当天发+免息】nubia/努比亚 红魔5G骁龙865电竞游戏手机红魔4代5g透明版144Hz刷新新品3S红魔mars,//detail.tmall.com/item.htm?id\u003d613120596992\u0026ns\u003d1\u0026abbucket\u003d13,3799.00,0.00,广东 深圳,566人付款,296,2201415902533,热图数码专营店
602206696207,,【中国移动官旗】iphone苹果11 Pro Apple/iPhone11 Pro 苹果手机全网通国行iPhone SE,【中国移动官旗】iphone苹果11 Pro Apple/iPhone11 Pro 苹果手机11pro全网通国行iPhone SE,//detail.tmall.com/item.htm?id\u003d602206696207\u0026ns\u003d1\u0026abbucket\u003d13,7498.00,0.00,浙江 杭州,200人付款,213,1776456424,中国移动官方旗舰店
579539915315,,【限时分期24期免息 晒图送无线充】Apple/苹果 iPhone XS Max全网通智能4G手机国行天翼电信旗舰店苹果xsMAX,【限时分期24期免息 晒图送无线充】Apple/苹果 iPhone XS Max全网通智能4G手机国行天翼电信旗舰店苹果xsMAX,//detail.tmall.com/item.htm?id\u003d579539915315\u0026ns\u003d1\u0026abbucket\u003d13,6399.00,0.00,江苏 南京,154人付款,117,751075004,翼天下天翼电信旗舰店
